Name,Date,Century,Wikipedia_Link
Douglas Husak,born 1948,20th,https://en.wikipedia.org/wiki/Douglas_Husak
Robert Maynard Hutchins,1899??977,20th,https://en.wikipedia.org/wiki/Robert_Maynard_Hutchins
John Hyman,born 1960,20th,https://en.wikipedia.org/wiki/John_Hyman_(philosopher)
Jean Hyppolite,1907??968,20th,https://en.wikipedia.org/wiki/Jean_Hyppolite
Don Ihde,born 1934,20th,https://en.wikipedia.org/wiki/Don_Ihde
Ivan Illich,1926??002,20th,https://en.wikipedia.org/wiki/Ivan_Illich
Evald Vassilievich Ilyenkov,1924??979[d],20th,https://en.wikipedia.org/wiki/Evald_Vassilievich_Ilyenkov
Claude Imbert,born 1933,20th,https://en.wikipedia.org/wiki/Claude_Imbert
Bernard Ryosuke Inagaki,born 1928,20th,https://en.wikipedia.org/wiki/Bernard_Ryosuke_Inagaki
Peter van Inwagen,born 1942,20th,https://en.wikipedia.org/wiki/Peter_van_Inwagen
Michael Inwood,1944??021,20th,https://en.wikipedia.org/wiki/Michael_Inwood
Luce Irigaray,born 1930[a][b][c][d],20th,https://en.wikipedia.org/wiki/Luce_Irigaray
Terence Irwin,born 1947[b][c],20th,https://en.wikipedia.org/wiki/Terence_Irwin
William Irwin,born 1970,20th,https://en.wikipedia.org/wiki/William_Irwin_(philosopher)
Veronica Ivy,born 1982,20th,https://en.wikipedia.org/wiki/Veronica_Ivy
Frank Jackson,born 1943[b][c],20th,https://en.wikipedia.org/wiki/Frank_Cameron_Jackson
Jane Jacobs,1916??006,20th,https://en.wikipedia.org/wiki/Jane_Jacobs
Rahel Jaeggi,born 1967,20th,https://en.wikipedia.org/wiki/Rahel_Jaeggi
Harry V. Jaffa,1918??015,20th,https://en.wikipedia.org/wiki/Harry_V._Jaffa
Alison Jaggar,born 1942,20th,https://en.wikipedia.org/wiki/Alison_Jaggar
Pankaj Jain,born 1970,20th,https://en.wikipedia.org/wiki/Pankaj_Jain
Joy James,born 1958,20th,https://en.wikipedia.org/wiki/Joy_James
Susan James,born 1951,20th,https://en.wikipedia.org/wiki/Susan_James_(philosopher)
Fredric Jameson,born 1934,20th,https://en.wikipedia.org/wiki/Fredric_Jameson
Dale Jamieson,born 1947,20th,https://en.wikipedia.org/wiki/Dale_Jamieson
Erich Jantsch,1929??980,20th,https://en.wikipedia.org/wiki/Erich_Jantsch
Grace Jantzen,1948??006,20th,https://en.wikipedia.org/wiki/Grace_Jantzen
Nick Jardine,born 1943,20th,https://en.wikipedia.org/wiki/Nick_Jardine
Katarzyna Jaszczolt,born 1963,20th,https://en.wikipedia.org/wiki/Katarzyna_Jaszczolt
Richard C. Jeffrey,1926??002[b][c],20th,https://en.wikipedia.org/wiki/Richard_C._Jeffrey
Fiona Jenkins,born 1965,20th,https://en.wikipedia.org/wiki/Fiona_Jenkins
Hans Joas,born 1948,20th,https://en.wikipedia.org/wiki/Hans_Joas
Alejandro Jodorowsky,born 1929,20th,https://en.wikipedia.org/wiki/Alejandro_Jodorowsky
Stephen D. John,born 1979,20th,https://en.wikipedia.org/wiki/Stephen_D._John
Barbara Johnson,1947??009,20th,https://en.wikipedia.org/wiki/Barbara_Johnson
Galen Johnson,born 1948,20th,https://en.wikipedia.org/wiki/Galen_Johnson
Hans Jonas,1903??993,20th,https://en.wikipedia.org/wiki/Hans_Jonas
Dorthe JÃ¸rgensen,born 1959,20th,https://en.wikipedia.org/wiki/Dorthe_J%C3%B8rgensen
Shelly Kagan,born 1954[c],20th,https://en.wikipedia.org/wiki/Shelly_Kagan
Charles H. Kahn,born 1928,20th,https://en.wikipedia.org/wiki/Charles_H._Kahn
Daniel Kahneman,born 1934,20th,https://en.wikipedia.org/wiki/Daniel_Kahneman
Hans Kamp,born 1940,20th,https://en.wikipedia.org/wiki/Hans_Kamp
Robert Kane,born 1938,20th,https://en.wikipedia.org/wiki/Robert_Kane_(philosopher)
Abraham Kaplan,1918??993,20th,https://en.wikipedia.org/wiki/Abraham_Kaplan
David Kaplan,born 1933[b][c],20th,https://en.wikipedia.org/wiki/David_Kaplan_(philosopher)
Barrie Karp,1945??019,20th,https://en.wikipedia.org/wiki/Barrie_Karp
Carol Karp,1926??972,20th,https://en.wikipedia.org/wiki/Carol_Karp
Jerrold Katz,1932??002,20th,https://en.wikipedia.org/wiki/Jerrold_Katz
Gordon D. Kaufman,1925??011,20th,https://en.wikipedia.org/wiki/Gordon_D._Kaufman
Walter Kaufmann,1921??980,20th,https://en.wikipedia.org/wiki/Walter_Kaufmann_(philosopher)
Richard Kearney,born 1954,20th,https://en.wikipedia.org/wiki/Richard_Kearney
Evelyn Fox Keller,born 1936,20th,https://en.wikipedia.org/wiki/Evelyn_Fox_Keller
David Kelley,born 1949,20th,https://en.wikipedia.org/wiki/David_Kelley
John G. Kemeny,1926??992,20th,https://en.wikipedia.org/wiki/John_G._Kemeny
Andreas Kemmerling,born 1950,20th,https://en.wikipedia.org/wiki/Andreas_Kemmerling
Willmoore Kendall,1909??967,20th,https://en.wikipedia.org/wiki/Willmoore_Kendall
Duncan Kennedy,born 1942,20th,https://en.wikipedia.org/wiki/Duncan_Kennedy_(legal_philosopher)
Anthony Kenny,born 1931[b][c],20th,https://en.wikipedia.org/wiki/Anthony_Kenny
Joseph Kerman,1924??014,20th,https://en.wikipedia.org/wiki/Joseph_Kerman
Kim Hyung-suk,born 1920,20th,https://en.wikipedia.org/wiki/Kim_Hyung-suk
Jaegwon Kim,1934??019[a][b][c],20th,https://en.wikipedia.org/wiki/Jaegwon_Kim
Martin Luther King Jr.,1929??968,20th,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
Elselijn Kingma,born 1981,20th,https://en.wikipedia.org/wiki/Elselijn_Kingma
Mark Kingwell,born 1963,20th,https://en.wikipedia.org/wiki/Mark_Kingwell
Robert Kirk,born 1933,20th,https://en.wikipedia.org/wiki/Robert_Kirk_(philosopher)
Richard Kirkham,born 1955,20th,https://en.wikipedia.org/wiki/Richard_Kirkham
Elizabeth Kiss,born 1961,20th,https://en.wikipedia.org/wiki/Elizabeth_Kiss
Patricia Kitcher,born 1948,20th,https://en.wikipedia.org/wiki/Patricia_Kitcher
Philip Kitcher,born 1947[c],20th,https://en.wikipedia.org/wiki/Philip_Kitcher
Peter Kivy,1934??017,20th,https://en.wikipedia.org/wiki/Peter_Kivy
Stephen Cole Kleene,1909??994,20th,https://en.wikipedia.org/wiki/Stephen_Cole_Kleene
Peter D. Klein,born 1940,20th,https://en.wikipedia.org/wiki/Peter_D._Klein
Ursula Klein,born 1952,20th,https://en.wikipedia.org/wiki/Ursula_Klein
Raymond Klibansky,1905??005,20th,https://en.wikipedia.org/wiki/Raymond_Klibansky
George Kline,1921??014,20th,https://en.wikipedia.org/wiki/George_Kline
Martha Kneale,1909??001,20th,https://en.wikipedia.org/wiki/Martha_Kneale
William Calvert Kneale,1906??990[b][c],20th,https://en.wikipedia.org/wiki/William_Kneale_(logician)
David M. Knight,1936??018,20th,https://en.wikipedia.org/wiki/David_M._Knight
Joshua Knobe,born 1974,20th,https://en.wikipedia.org/wiki/Joshua_Knobe
Wilbur Knorr,1945??997,20th,https://en.wikipedia.org/wiki/Wilbur_Knorr
Dudley Knowles,1947??014,20th,https://en.wikipedia.org/wiki/Dudley_Knowles
Adrienne Koch,1913??971,20th,https://en.wikipedia.org/wiki/Adrienne_Koch
Hans KÃ¶chler,born 1948,20th,https://en.wikipedia.org/wiki/Hans_K%C3%B6chler
Joseph J. Kockelmans,born 1923,20th,https://en.wikipedia.org/wiki/Joseph_J._Kockelmans
Arthur Koestler,1905??983,20th,https://en.wikipedia.org/wiki/Arthur_Koestler
Sarah Kofman,1934??994,20th,https://en.wikipedia.org/wiki/Sarah_Kofman
Erazim KohÃ¡k,1933??020,20th,https://en.wikipedia.org/wiki/Erazim_Koh%C3%A1k
Lawrence Kohlberg,1927??987,20th,https://en.wikipedia.org/wiki/Lawrence_Kohlberg
Alexandre KojÃ¨ve,1902??968[d],20th,https://en.wikipedia.org/wiki/Alexandre_Koj%C3%A8ve
Leszek Kolakowski,1927??009,20th,https://en.wikipedia.org/wiki/Leszek_Kolakowski
Katerina Kolozova,born 1969,20th,https://en.wikipedia.org/wiki/Katerina_Kolozova
Milan Komar,1921??006,20th,https://en.wikipedia.org/wiki/Milan_Komar
Charles De Koninck,1906??965,20th,https://en.wikipedia.org/wiki/Charles_De_Koninck
Milton R. Konvitz,1908??003,20th,https://en.wikipedia.org/wiki/Milton_R._Konvitz
Mario KopiÄ,born 1965,20th,https://en.wikipedia.org/wiki/Mario_Kopi%C4%87
WÅodzimierz Julian Korab-Karpowicz,born 1953,20th,https://en.wikipedia.org/wiki/W%C5%82odzimierz_Julian_Korab-Karpowicz
Stephan KÃ¶rner,1913??000,20th,https://en.wikipedia.org/wiki/Stephan_K%C3%B6rner
Christine Korsgaard,born 1952[c],20th,https://en.wikipedia.org/wiki/Christine_Korsgaard
Carolyn Korsmeyer,born 1950,20th,https://en.wikipedia.org/wiki/Carolyn_Korsmeyer
Matthew Kramer,born 1959,20th,https://en.wikipedia.org/wiki/Matthew_Kramer
Otto Kraushaar,1901??989,20th,https://en.wikipedia.org/wiki/Otto_Kraushaar
Michael Krausz,born 1942,20th,https://en.wikipedia.org/wiki/Michael_Krausz
Richard Kraut,born 1944,20th,https://en.wikipedia.org/wiki/Richard_Kraut
Peter Kreeft,born 1937,20th,https://en.wikipedia.org/wiki/Peter_Kreeft
Georg Kreisel,1923??015[b][c],20th,https://en.wikipedia.org/wiki/Georg_Kreisel
David Farrell Krell,born 1944,20th,https://en.wikipedia.org/wiki/David_Farrell_Krell
Norman Kretzmann,1928??998,20th,https://en.wikipedia.org/wiki/Norman_Kretzmann
Saul Kripke,1940??022[b][c],20th,https://en.wikipedia.org/wiki/Saul_Kripke
Paul Oskar Kristeller,1905??999,20th,https://en.wikipedia.org/wiki/Paul_Oskar_Kristeller
Julia Kristeva,born 1941[a][b][c][d],20th,https://en.wikipedia.org/wiki/Julia_Kristeva
Irving Kristol,1920??009,20th,https://en.wikipedia.org/wiki/Irving_Kristol
Erik von Kuehnelt-Leddihn,1909??999,20th,https://en.wikipedia.org/wiki/Erik_von_Kuehnelt-Leddihn
Thomas Samuel Kuhn,1922??996[a][b][c][d][e][f],20th,https://en.wikipedia.org/wiki/Thomas_Samuel_Kuhn
Bruce Kuklick,born 1941,20th,https://en.wikipedia.org/wiki/Bruce_Kuklick
Kalevi Kull,born 1952,20th,https://en.wikipedia.org/wiki/Kalevi_Kull
Ä°oanna KuÃ§uradi,born 1936,20th,https://en.wikipedia.org/wiki/%C4%B0oanna_Ku%C3%A7uradi
Joel J. Kupperman,1936??020,20th,https://en.wikipedia.org/wiki/Joel_J._Kupperman
Paul Kurtz,1925??012,20th,https://en.wikipedia.org/wiki/Paul_Kurtz
Jonathan Kvanvig,born 1954,20th,https://en.wikipedia.org/wiki/Jonathan_Kvanvig
Henry E. Kyburg Jr.,1928??007,20th,https://en.wikipedia.org/wiki/Henry_E._Kyburg_Jr.
Will Kymlicka,born 1962,20th,https://en.wikipedia.org/wiki/Will_Kymlicka
Jacques Lacan,1901??981[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Jacques_Lacan
John Lachs,born 1934,20th,https://en.wikipedia.org/wiki/John_Lachs
Philippe Lacoue-Labarthe,1940??007[d],20th,https://en.wikipedia.org/wiki/Philippe_Lacoue-Labarthe
Jean LadriÃ¨re,1921??007,20th,https://en.wikipedia.org/wiki/Jean_Ladri%C3%A8re
Cristina Lafont,born 1967,20th,https://en.wikipedia.org/wiki/Cristina_Lafont
Kaave Lajevardi,born 1971,20th,https://en.wikipedia.org/wiki/Kaave_Lajevardi
Imre Lakatos,1922??974[b][c][d][e],20th,https://en.wikipedia.org/wiki/Imre_Lakatos
Karel Lambert,born 1928,20th,https://en.wikipedia.org/wiki/Karel_Lambert
Corliss Lamont,1902??995,20th,https://en.wikipedia.org/wiki/Corliss_Lamont
Mark Lance,born 1959,20th,https://en.wikipedia.org/wiki/Mark_Lance
Ludwig Landgrebe,1902??991,20th,https://en.wikipedia.org/wiki/Ludwig_Landgrebe
Helen S. Lang,1947??016,20th,https://en.wikipedia.org/wiki/Helen_S._Lang
Rae Langton,born 1961,20th,https://en.wikipedia.org/wiki/Rae_Langton
FranÃ§ois Laruelle,born 1937,20th,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Laruelle
Christopher Lasch,1932??994,20th,https://en.wikipedia.org/wiki/Christopher_Lasch
Serge Latouche,born 1940,20th,https://en.wikipedia.org/wiki/Serge_Latouche
Bruno Latour,1947??022,20th,https://en.wikipedia.org/wiki/Bruno_Latour
Larry Laudan,born 1941,20th,https://en.wikipedia.org/wiki/Larry_Laudan
Quentin Lauer,1917??997,20th,https://en.wikipedia.org/wiki/Quentin_Lauer
Albert Lautman,1908??944,20th,https://en.wikipedia.org/wiki/Albert_Lautman
Thelma Z. Lavine,1915??011,20th,https://en.wikipedia.org/wiki/Thelma_Z._Lavine
Stephen Law,born 1960,20th,https://en.wikipedia.org/wiki/Stephen_Law
Morris Lazerowitz,1907??987,20th,https://en.wikipedia.org/wiki/Morris_Lazerowitz
Jonathan Lear,born 1948,20th,https://en.wikipedia.org/wiki/Jonathan_Lear
Dominique Lecourt,born 1944,20th,https://en.wikipedia.org/wiki/Dominique_Lecourt
MichÃ¨le Le DÅuff,born 1948[b][c][d],20th,https://en.wikipedia.org/wiki/Mich%C3%A8le_Le_D%C5%93uff
Bruce Lee,1940??973,20th,https://en.wikipedia.org/wiki/Bruce_Lee
Otis Hamilton Lee,1902??948,20th,https://en.wikipedia.org/wiki/Otis_Hamilton_Lee
Henri Lefebvre,1901??991[d],20th,https://en.wikipedia.org/wiki/Henri_Lefebvre
Claude Lefort,1924??010,20th,https://en.wikipedia.org/wiki/Claude_Lefort
Brian Leftow,born 1956,20th,https://en.wikipedia.org/wiki/Brian_Leftow
Keith Lehrer,born 1936[b][c],20th,https://en.wikipedia.org/wiki/Keith_Lehrer
Yeshayahu Leibowitz,1903??994[d],20th,https://en.wikipedia.org/wiki/Yeshayahu_Leibowitz
Wolfgang Leidhold,born 1950,20th,https://en.wikipedia.org/wiki/Wolfgang_Leidhold
Werner Leinfellner,1921??010,20th,https://en.wikipedia.org/wiki/Werner_Leinfellner
Brian Leiter,born 1963,20th,https://en.wikipedia.org/wiki/Brian_Leiter
Hannes Leitgeb,born 1972,20th,https://en.wikipedia.org/wiki/Hannes_Leitgeb
John Lemmon,1930??966,20th,https://en.wikipedia.org/wiki/John_Lemmon
James G. Lennox,born 1948,20th,https://en.wikipedia.org/wiki/James_G._Lennox
Thomas Lepeltier,born 1967,20th,https://en.wikipedia.org/wiki/Thomas_Lepeltier
Robin Le Poidevin,born 1962,20th,https://en.wikipedia.org/wiki/Robin_Le_Poidevin
Ernest Lepore,born 1950,20th,https://en.wikipedia.org/wiki/Ernest_Lepore
John A. Leslie,born 1940,20th,https://en.wikipedia.org/wiki/John_A._Leslie
Michael Leunig,1945??024,20th,https://en.wikipedia.org/wiki/Michael_Leunig
Isaac Levi,1930??018,20th,https://en.wikipedia.org/wiki/Isaac_Levi
Michael Levin,born 1943,20th,https://en.wikipedia.org/wiki/Michael_Levin_(philosopher)
Emmanuel Levinas,1906??995[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Emmanuel_Levinas
Joseph Levine,born 1952,20th,https://en.wikipedia.org/wiki/Joseph_Levine_(philosopher)
Claude LÃ©vi-Strauss,1908??009[b][c][d],20th,https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss
Bernard-Henri LÃ©vy,born 1948,20th,https://en.wikipedia.org/wiki/Bernard-Henri_L%C3%A9vy
Tim Lewens,born 1974,20th,https://en.wikipedia.org/wiki/Tim_Lewens
David Kellogg Lewis,1941??001[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/David_Lewis_(philosopher)
Hywel Lewis,1910??992,20th,https://en.wikipedia.org/wiki/Hywel_Lewis
Casimir Lewy,1919-1991,20th,https://en.wikipedia.org/wiki/Casimir_Lewy
Dimitris Liantinis,1942??998,20th,https://en.wikipedia.org/wiki/Dimitris_Liantinis
S. Matthew Liao,born 1972,20th,https://en.wikipedia.org/wiki/S._Matthew_Liao
Suzanne Lilar,1901??992,20th,https://en.wikipedia.org/wiki/Suzanne_Lilar
Mark Lilla,born 1956,20th,https://en.wikipedia.org/wiki/Mark_Lilla
George Lindbeck,1923??018,20th,https://en.wikipedia.org/wiki/George_Lindbeck
Rudolf Lingens,born 1918,20th,https://en.wikipedia.org/wiki/Rudolf_Lingens
Alphonso Lingis,born 1933,20th,https://en.wikipedia.org/wiki/Alphonso_Lingis
Ãystein Linnebo,born 1971,20th,https://en.wikipedia.org/wiki/%C3%98ystein_Linnebo
Leonard Linsky,1922??012,20th,https://en.wikipedia.org/wiki/Leonard_Linsky
Gilles Lipovetsky,born 1944,20th,https://en.wikipedia.org/wiki/Gilles_Lipovetsky
Arthur Lipsett,1936??986,20th,https://en.wikipedia.org/wiki/Arthur_Lipsett
Peter Lipton,1954??007,20th,https://en.wikipedia.org/wiki/Peter_Lipton
Elisabeth Lloyd,born 1956,20th,https://en.wikipedia.org/wiki/Elisabeth_Lloyd
Genevieve Lloyd,born 1941,20th,https://en.wikipedia.org/wiki/Genevieve_Lloyd
Sharon Lloyd,born 1958,20th,https://en.wikipedia.org/wiki/Sharon_Lloyd
Barry Loewer,born 1945,20th,https://en.wikipedia.org/wiki/Barry_Loewer
Knud Ejler LÃ¸gstrup,1905??981,20th,https://en.wikipedia.org/wiki/Knud_Ejler_L%C3%B8gstrup
Alan Lomax,1915??002,20th,https://en.wikipedia.org/wiki/Alan_Lomax
Bernard Lonergan,1904??984[d],20th,https://en.wikipedia.org/wiki/Bernard_Lonergan
A. A. Long,born 1937,20th,https://en.wikipedia.org/wiki/A._A._Long
R. James Long,born 1938,20th,https://en.wikipedia.org/wiki/R._James_Long
Helen Longino,born 1944,20th,https://en.wikipedia.org/wiki/Helen_Longino
BÃ©atrice Longuenesse,born 1950,20th,https://en.wikipedia.org/wiki/B%C3%A9atrice_Longuenesse
Bernard Loomer,1912??985,20th,https://en.wikipedia.org/wiki/Bernard_Loomer
Beth Lord,born 1976,20th,https://en.wikipedia.org/wiki/Beth_Lord
Paul Lorenzen,1915??995[d],20th,https://en.wikipedia.org/wiki/Paul_Lorenzen
Jerzy ÅoÅ,1920??998,20th,https://en.wikipedia.org/wiki/Jerzy_%C5%81o%C5%9B
E. J. Lowe,1950??014,20th,https://en.wikipedia.org/wiki/E._J._Lowe_(philosopher)
Hermann LÃ¼bbe,born 1926,20th,https://en.wikipedia.org/wiki/Hermann_L%C3%BCbbe
John R. Lucas,1929??020[b],20th,https://en.wikipedia.org/wiki/John_Lucas_(philosopher)
Thomas Luckmann,1927??016,20th,https://en.wikipedia.org/wiki/Thomas_Luckmann
Maria Lugones,1944??020,20th,https://en.wikipedia.org/wiki/Maria_Lugones
Peter Ludlow,born 1957,20th,https://en.wikipedia.org/wiki/Peter_Ludlow
Niklas Luhmann,1927??998,20th,https://en.wikipedia.org/wiki/Niklas_Luhmann
William Lycan,born 1945[b][c],20th,https://en.wikipedia.org/wiki/William_Lycan
David Lyons,born 1935,20th,https://en.wikipedia.org/wiki/David_Lyons_(philosopher)
Jean-FranÃ§ois Lyotard,1924??998[a][b][c][d],20th,https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lyotard
William MacAskill,born 1987,20th,https://en.wikipedia.org/wiki/William_MacAskill
Neil MacCormick,1941??009,20th,https://en.wikipedia.org/wiki/Neil_MacCormick
Dwight Macdonald,1906??982,20th,https://en.wikipedia.org/wiki/Dwight_Macdonald
Margaret MacDonald,1907??956,20th,https://en.wikipedia.org/wiki/Margaret_MacDonald_(philosopher)
Peter K. Machamer,1942??023,20th,https://en.wikipedia.org/wiki/Peter_K._Machamer
Tibor R. Machan,1939??016,20th,https://en.wikipedia.org/wiki/Tibor_R._Machan
Alasdair MacIntyre,born 1929[a][b][c][d][f],20th,https://en.wikipedia.org/wiki/Alasdair_MacIntyre
Louis Mackey,1926??004,20th,https://en.wikipedia.org/wiki/Louis_H._Mackey
John Leslie Mackie,1917??981[b][c],20th,https://en.wikipedia.org/wiki/J._L._Mackie
Catharine A. MacKinnon,born 1946,20th,https://en.wikipedia.org/wiki/Catharine_A._MacKinnon
Donald M. MacKinnon,1913??994,20th,https://en.wikipedia.org/wiki/Donald_M._MacKinnon
Fiona Macpherson,born 1971,20th,https://en.wikipedia.org/wiki/Fiona_Macpherson
John Macquarrie,1919??007,20th,https://en.wikipedia.org/wiki/John_Macquarrie
Penelope Maddy,born 1950,20th,https://en.wikipedia.org/wiki/Penelope_Maddy
Marylin Maeso,born 1988,20th,https://en.wikipedia.org/wiki/Marylin_Maeso
Rosa MarÃ­a RodrÃ­guez Magda,born 1957,20th,https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Rodr%C3%ADguez_Magda
Bryan Magee,1930??019,20th,https://en.wikipedia.org/wiki/Bryan_Magee
Lorenzo Magnani,born 1952,20th,https://en.wikipedia.org/wiki/Lorenzo_Magnani
Jane Maienschein,born 1950,20th,https://en.wikipedia.org/wiki/Jane_Maienschein
Catherine Malabou,born 1959,20th,https://en.wikipedia.org/wiki/Catherine_Malabou
David Malament,born 1947,20th,https://en.wikipedia.org/wiki/David_Malament
Norman Malcolm,1911??990[a][b][c],20th,https://en.wikipedia.org/wiki/Norman_Malcolm
Malcolm X,1925??965,20th,https://en.wikipedia.org/wiki/Malcolm_X
Mostafa Malekian,born 1956,20th,https://en.wikipedia.org/wiki/Mostafa_Malekian
Merab Mamardashvili,1930??990[d],20th,https://en.wikipedia.org/wiki/Merab_Mamardashvili
Maurice Mandelbaum,1908??987,20th,https://en.wikipedia.org/wiki/Maurice_Mandelbaum
Pierre Manent,born 1949,20th,https://en.wikipedia.org/wiki/Pierre_Manent
Bonnie Mann,born 1961,20th,https://en.wikipedia.org/wiki/Bonnie_Mann
Erin Manning,born 1969,20th,https://en.wikipedia.org/wiki/Erin_Manning_(theorist)
Harvey Mansfield,born 1932,20th,https://en.wikipedia.org/wiki/Harvey_Mansfield
Ruth Barcan Marcus,1921??012[a][b][c],20th,https://en.wikipedia.org/wiki/Ruth_Barcan_Marcus
Michael Marder,born 1980,20th,https://en.wikipedia.org/wiki/Michael_Marder
John Marenbon,born 1955,20th,https://en.wikipedia.org/wiki/John_Marenbon
Henry Margenau,1901??997,20th,https://en.wikipedia.org/wiki/Henry_Margenau
Joseph Margolis,1924??021,20th,https://en.wikipedia.org/wiki/Joseph_Margolis
JuliÃ¡n MarÃ­as,1914??005,20th,https://en.wikipedia.org/wiki/Juli%C3%A1n_Mar%C3%ADas
Jean-Luc Marion,born 1946,20th,https://en.wikipedia.org/wiki/Jean-Luc_Marion
Odo Marquard,1928??015,20th,https://en.wikipedia.org/wiki/Odo_Marquard
Don Marquis,1935??022,20th,https://en.wikipedia.org/wiki/Don_Marquis_(philosopher)
Giacomo Marramao,born 1946,20th,https://en.wikipedia.org/wiki/Giacomo_Marramao
Jill Marsden,born 1964,20th,https://en.wikipedia.org/wiki/Jill_Marsden_(scholar)
Donald A. Martin,born 1940,20th,https://en.wikipedia.org/wiki/Donald_A._Martin
Michael G. F. Martin,born 1962,20th,https://en.wikipedia.org/wiki/Michael_G._F._Martin
Michael Lou Martin,1932??015,20th,https://en.wikipedia.org/wiki/Michael_Lou_Martin
Richard Milton Martin,1916??985,20th,https://en.wikipedia.org/wiki/Richard_Milton_Martin
Aloysius Martinich,born 1946,20th,https://en.wikipedia.org/wiki/Aloysius_Martinich
Abraham Maslow,1908??970,20th,https://en.wikipedia.org/wiki/Abraham_Maslow
Brian Massumi,born 1956,20th,https://en.wikipedia.org/wiki/Brian_Massumi
Margaret Masterman,1910??986,20th,https://en.wikipedia.org/wiki/Margaret_Masterman
Benson Mates,1919??009,20th,https://en.wikipedia.org/wiki/Benson_Mates
Alexandre Matheron,1926??020,20th,https://en.wikipedia.org/wiki/Alexandre_Matheron
Bimal Krishna Matilal,1935??991,20th,https://en.wikipedia.org/wiki/Bimal_Krishna_Matilal
Wallace Matson,1921??012,20th,https://en.wikipedia.org/wiki/Wallace_Matson
Gareth Matthews,1929??011,20th,https://en.wikipedia.org/wiki/Gareth_Matthews
Tim Maudlin,born 1958,20th,https://en.wikipedia.org/wiki/Tim_Maudlin
Abul A'la Maududi,1903??979,20th,https://en.wikipedia.org/wiki/Abul_A%27la_Maududi
George I. Mavrodes,1926??019,20th,https://en.wikipedia.org/wiki/George_I._Mavrodes
Rollo May,1909??994,20th,https://en.wikipedia.org/wiki/Rollo_May
Todd May,born 1955,20th,https://en.wikipedia.org/wiki/Todd_May_(philosopher)
John Maynard Smith,1920??004,20th,https://en.wikipedia.org/wiki/John_Maynard_Smith
Ernst Mayr,1904??005,20th,https://en.wikipedia.org/wiki/Ernst_Mayr
Wolfe Mays,1912??005,20th,https://en.wikipedia.org/wiki/Wolfe_Mays
Linda LÃ³pez McAlister,1939??021,20th,https://en.wikipedia.org/wiki/Linda_L%C3%B3pez_McAlister
Herbert McCabe,1926??001,20th,https://en.wikipedia.org/wiki/Herbert_McCabe
M. M. McCabe,born 1948,20th,https://en.wikipedia.org/wiki/M._M._McCabe
John McCarthy,1927??011,20th,https://en.wikipedia.org/wiki/John_McCarthy_(computer_scientist)
Thomas A. McCarthy,born 1940,20th,https://en.wikipedia.org/wiki/Thomas_A._McCarthy
James William McClendon Jr.,1924??000,20th,https://en.wikipedia.org/wiki/James_William_McClendon_Jr.
Deirdre McCloskey,born 1942,20th,https://en.wikipedia.org/wiki/Deirdre_McCloskey
Sally McConnell-Ginet,born 1938,20th,https://en.wikipedia.org/wiki/Sally_McConnell-Ginet
John J. McDermott,1932??018,20th,https://en.wikipedia.org/wiki/John_J._McDermott_(philosopher)
John McDowell,born 1942[b][c],20th,https://en.wikipedia.org/wiki/John_McDowell
Colin McGinn,born 1950[b][c],20th,https://en.wikipedia.org/wiki/Colin_McGinn
Brian McGuinness,1927??019,20th,https://en.wikipedia.org/wiki/Brian_McGuinness
Ralph McInerny,1929??010,20th,https://en.wikipedia.org/wiki/Ralph_McInerny
Terence McKenna,1946??000,20th,https://en.wikipedia.org/wiki/Terence_McKenna
Robert McKim,born 1952,20th,https://en.wikipedia.org/wiki/Robert_McKim_(philosopher)
Marshall McLuhan,1911??980,20th,https://en.wikipedia.org/wiki/Marshall_McLuhan
Jeff McMahan,born 1954,20th,https://en.wikipedia.org/wiki/Jeff_McMahan_(philosopher)
Ernan McMullin,1924??011,20th,https://en.wikipedia.org/wiki/Ernan_McMullin
Sterling M. McMurrin,1914??996,20th,https://en.wikipedia.org/wiki/Sterling_M._McMurrin
Margaret Mead,1901??978,20th,https://en.wikipedia.org/wiki/Margaret_Mead
Brian Herbert Medlin,1927??004,20th,https://en.wikipedia.org/wiki/Brian_Herbert_Medlin
Paul E. Meehl,1920??003,20th,https://en.wikipedia.org/wiki/Paul_E._Meehl
Quentin Meillassoux,born 1967,20th,https://en.wikipedia.org/wiki/Quentin_Meillassoux
David Hugh Mellor,1938??020[b][c],20th,https://en.wikipedia.org/wiki/David_Hugh_Mellor
Eduardo Mendieta,born 1963,20th,https://en.wikipedia.org/wiki/Eduardo_Mendieta
AdÃ¨le Mercier,born 1958,20th,https://en.wikipedia.org/wiki/Ad%C3%A8le_Mercier
Maurice Merleau-Ponty,1908??961[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty
Thomas Merton,1915??968,20th,https://en.wikipedia.org/wiki/Thomas_Merton
Thomas Metzinger,born 1958,20th,https://en.wikipedia.org/wiki/Thomas_Metzinger
