Name,In-Degree Centrality,Out-Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,RawCentrality,Calculated_In_Degree_Count,ActivityYear,AdjustedCentrality
Christian Wolff,0.0064995357474466,0.0046425255338904,0.3249495666786416,0.0008406552333496,0.00334701975183,0,21,1679.0,0.0
Benjamin Franklin,0.0129990714948932,0.0136180748994119,0.34348091936775,0.0015988059910419,0.0089623775301958,0,42,1706.0,0.0
Friedrich Schiller,0.0049520272361497,0.007737542556484,0.320132062670118,0.0003819591612292,0.0024664668662428,0,16,1759.0,0.0
Niels Bohr,0.0095945527700402,0.0055710306406685,0.3403528969847162,0.0008646653630151,0.0075155398945095,0,31,1885.0,0.0
Robert Cummings Neville,0.0003095017022593,0.000928505106778,0.3080873560213585,0.000258355525898,0.0011751579593584,0,1,1939.0,0.0
Crates of Thebes,0.0021665119158155,0.0037140204271123,0.2747005807269219,0.0002572732568814,0.0008938459222527,0,7,,
Hipparchia of Maroneia,0.0006190034045187,0.0027855153203342,0.2134995285391896,8.160513593141745e-06,1.6147670418706237e-05,0,2,,
Cratylus of Athens,0.0,0.0232126276694521,0.0,0.0,4.997075122549391e-32,0,0,,
Heraclitus of Ephesus,0.000928505106778,0.0532342927886103,0.2921257202799974,0.0016555874428866,0.0012802273804897,0,3,,
Emmanuel Levinas,0.0191891055400804,0.0040235221293717,0.3290206052679565,0.0011807269248826,0.0089962413984803,0,62,1906.0,0.0
Samuel Johnson,0.0080470442587434,0.0,0.3257363289340296,0.0,0.0048676299203255,0,26,1649.0,0.0
Bryan W. Van Norden,0.0012380068090374,0.0034045187248529,0.2496892987301152,0.000373153176797,0.0002689740947397,0,4,1962.0,0.0
Jennifer Michael Hecht,0.0003095017022593,0.000928505106778,0.2035842281356306,2.364081371990987e-06,2.850952543616032e-06,0,1,1965.0,0.0
Dandamis,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,,
Philo the Dialectician,0.0003095017022593,0.0034045187248529,0.2571788762835548,5.3790775063890676e-08,0.0002164854430235,0,1,,
George Berkeley,0.0297121634168987,0.0207366140513772,0.4033655130308696,0.0045424710939399,0.0487509927655763,0,96,1685.0,0.0
George Grote,0.0027855153203342,0.0052615289384091,0.3013358034602124,0.0007072668672219,0.0014846289314778,0,9,1794.0,0.0
Richard Gaskin,0.0006190034045187,0.0034045187248529,0.2861329566817918,2.186676342310161e-05,0.0010963929980601,0,2,1960.0,0.0
Martha Kneale,0.0024760136180748,0.000928505106778,0.2781870944435628,9.577344736986973e-05,0.0009397029526938,0,8,1909.0,0.0
Richard Taylor,0.0018570102135561,0.0049520272361497,0.2964029041864864,0.0005770320237601,0.0027315371623126,0,6,1919.0,0.0
Diogenes Apolloniates,0.0,0.0229031259671928,0.0,0.0,4.997075122549391e-32,0,0,,
Diogenes the Cynic of Sinope,0.0,0.0049520272361497,0.0,0.0,4.997075122549391e-32,0,0,,
Ellopion of Peparethus,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,,
Epicharmus,0.000928505106778,0.0024760136180748,0.2237754327684113,5.017341653818745e-07,2.848517115040805e-05,0,3,,
Polyaenus of Lampsacus,0.0003095017022593,0.0015475085112968,0.2739261945756526,0.0,0.0004262474692275,0,1,,
Isidore of Seville,0.0331166821417517,0.0210461157536366,0.3524510413098893,0.0001505530516596,0.0488362667501042,0,107,,
Rabanus Maurus,0.022284122562674,0.0194986072423398,0.342230871410436,0.0005247904548819,0.0364912565402125,0,72,,
John of Salisbury,0.0040235221293717,0.0052615289384091,0.3030587964106554,0.0001752120006431,0.0034736987688355,0,13,1115.0,0.0
Roger Bacon,0.0513772825750541,0.0420922315072732,0.3779002544301393,0.0047800434458682,0.0654797398041227,0,166,1214.0,0.0
Francis Bacon,0.0272361497988238,0.0108325595790776,0.3685363543203659,0.0024279576440203,0.0234821214894004,0,88,1561.0,0.0
Michel de Montaigne,0.0049520272361497,0.0092850510677808,0.3151143187411193,0.0012589558264966,0.0030803098730045,0,16,1533.0,0.0
Lorenzo Valla,0.0049520272361497,0.0037140204271123,0.3145363144879256,0.0005950608342554,0.0037406031045209,0,16,1406.0,0.0
Robert Boyle,0.007737542556484,0.0052615289384091,0.3288350324505464,0.0001569902681109,0.0065977200081546,0,25,1627.0,0.0
Joseph Butler,0.0049520272361497,0.0061900340451872,0.3191157704076732,0.0018277673987519,0.0029742323689728,0,16,1692.0,0.0
Walter Charleton,0.000928505106778,0.0012380068090374,0.2821450409092232,9.316630421025342e-05,0.0009647906448649,0,3,1619.0,0.0
Auguste Comte,0.025688641287527,0.0194986072423398,0.3633457014426143,0.0027732826571085,0.0215558649745482,0,83,1798.0,0.0
C. D. Broad,0.0247601361807489,0.0374497059733828,0.3703153661933555,0.0015365025170319,0.0338830389187099,0,80,1887.0,0.0
Rudolf Carnap,0.0420922315072732,0.0386877127824203,0.3764362813370473,0.0065747895325613,0.0595935775430106,0,136,1891.0,0.0
Pierre Duhem,0.0164035902197462,0.0129990714948932,0.3428345951633652,0.001337604318948,0.0178766542993216,0,53,1861.0,0.0
Otto Neurath,0.032497678737233,0.0037140204271123,0.3686295602774525,0.0006480232164343,0.0552501066528069,0,105,1882.0,0.0
Charles Sanders Peirce,0.032497678737233,0.0306406685236768,0.368210504316546,0.0087182509365675,0.0294602175272792,0,105,1839.0,0.0
Michael Polanyi,0.0167130919220055,0.0105230578768183,0.3487405865144269,0.0010062664471573,0.0191762275721684,0,54,1891.0,0.0
Hans Reichenbach,0.0328071804394924,0.0334261838440111,0.3670514432981736,0.0021610402067367,0.0548920342835351,0,106,1891.0,0.0
Rudolf Steiner,0.0182606004333023,0.0071185391519653,0.3507969389499512,0.0014751086984773,0.0198849130346601,0,59,1861.0,0.0
William Temple,0.0030950170225936,0.0024760136180748,0.3160709706900244,0.000177453204657,0.0041498712966814,0,10,1881.0,0.0
Wilhelm Windelband,0.017951098731043,0.0089755493655215,0.3472037354304543,0.0004127464611246,0.0177252581830854,0,58,1848.0,0.0
Paul Feyerabend,0.0352831940575673,0.02909316001238,0.3701272933816779,0.0045117809566952,0.0542339897434354,0,114,1924.0,0.0
Bas van Fraassen,0.0352831940575673,0.0312596719281956,0.3705507261566155,0.002675862590524,0.0541758171401019,0,114,1941.0,0.0
Bas van Fraassen,0.0352831940575673,0.0312596719281956,0.3705507261566155,0.002675862590524,0.0541758171401019,0,114,1941.0,0.0
Ian Hacking,0.0328071804394924,0.0306406685236768,0.3670052326166555,0.0019704391780107,0.0555144138274063,0,106,1936.0,0.0
Carl Gustav Hempel,0.0321881770349736,0.0318786753327143,0.3693769086003668,0.0023229763732785,0.0557495884525711,0,104,1905.0,0.0
Imre Lakatos,0.0176415970287836,0.0099040544722995,0.3433595480181501,0.0014203761714251,0.0181070271455328,0,57,1922.0,0.0
Larry Laudan,0.0139275766016713,0.007737542556484,0.3413092802568896,0.0003410108108638,0.0168080322939197,0,45,1941.0,0.0
Eubulides of Miletus,0.0003095017022593,0.0030950170225936,0.2569974929625403,0.0,0.0002070191702208,0,1,,
Euclid of Alexandria,0.0003095017022593,0.0089755493655215,0.2569974929625403,8.180569521093601e-06,0.0002070191702208,0,1,,
David Hilbert,0.0074280408542246,0.0055710306406685,0.3026497677194865,0.0003694219352712,0.0032804943191634,0,24,1862.0,0.0
May Sim,0.0021665119158155,0.000928505106778,0.2536874565028365,1.6751971821246702e-05,0.0001678837764735,0,7,1962.0,0.0
Jacques Maritain,0.0294026617146394,0.0241411327762302,0.3470797193325508,0.0023778142577528,0.0392699566578748,0,95,1882.0,0.0
Richard Dedekind,0.004333023831631,0.0037140204271123,0.3254938100350709,0.0001232668648222,0.005036426227349,0,14,1831.0,0.0
Gautama Aksapada,0.0,0.0201176106468585,0.0,0.0,4.997075122549391e-32,0,0,,
Gautama Siddhartha,0.0,0.0068090374497059,0.0,0.0,4.997075122549391e-32,0,0,,
Gargi Vachaknavi,0.0003095017022593,0.0055710306406685,0.2244300995206786,0.0,2.7776056230130947e-05,0,1,,
Henry Sidgwick,0.0071185391519653,0.0086660476632621,0.3278734183639742,0.0013587411341933,0.0058707227221093,0,23,1838.0,0.0
Ludwig Wittgenstein,0.0696378830083565,0.0603528319405756,0.4300225051886849,0.0238833251483517,0.0804583037040795,0,225,1889.0,0.0
Gisela Striker,0.0021665119158155,0.0018570102135561,0.2892560590071536,0.0002583045175718,0.0008904080277712,0,7,1943.0,0.0
Robin Waterfield,0.0018570102135561,0.0030950170225936,0.3440890654714464,4.865026237402228e-06,0.0045094142148202,0,6,1952.0,0.0
Hecato of Rhodes,0.0003095017022593,0.0024760136180748,0.2058702374769841,1.4294033543014951e-06,3.916538215125136e-06,0,1,,
Origen of Alexandria,0.0024760136180748,0.0272361497988238,0.2900908112920783,0.0004358302837018,0.0021741601465286,0,8,,
William of Ockham,0.0541627978953884,0.0377592076756422,0.3930325687844269,0.0045588881922926,0.0829374009477486,0,175,1349.0,0.0
Mulla Sadra,0.0300216651191581,0.0089755493655215,0.3756117204837127,0.0009640934787705,0.0530653070257674,0,97,1571.0,0.0
Nicolas Malebranche,0.0424017332095326,0.0420922315072732,0.3875462061518339,0.0034679408483886,0.0726269212877047,0,137,1638.0,0.0
Baruch Spinoza,0.0563293098112039,0.0337356855462705,0.4243264283368405,0.0104023884810409,0.081789506827428,0,182,1632.0,0.0
William Wollaston,0.0198081089445991,0.0188796038378211,0.3700803050240059,0.000575635303744,0.0431905738108219,0,64,1659.0,0.0
Thomas Carlyle,0.0318786753327143,0.0303311668214175,0.3864672627169687,0.0031086630502696,0.0488282518436363,0,103,1795.0,0.0
Thomas Reid,0.021355617455896,0.0182606004333023,0.3872373223530944,0.0044662379658124,0.0325496315072815,0,69,1710.0,0.0
Friedrich Schleiermacher,0.0253791395852677,0.0225936242649334,0.3826624524381852,0.0028369637475687,0.0455703834971157,0,82,1768.0,0.0
Arthur Schopenhauer,0.0346641906530485,0.0281646549056019,0.365624302354709,0.0058284861621112,0.020877972630458,0,112,1788.0,0.0
William Whewell,0.0253791395852677,0.0272361497988238,0.3774109998283395,0.0024787321713872,0.0444666425075493,0,82,1794.0,0.0
Karl Barth,0.0300216651191581,0.0238316310739709,0.3785381849985839,0.0032481427859968,0.0463547403694945,0,97,1886.0,0.0
Emil Brunner,0.0210461157536366,0.0201176106468585,0.3709751288717351,0.0013456007577824,0.0433246003879126,0,68,1889.0,0.0
Martin Buber,0.0352831940575673,0.0244506344784896,0.3810617728985744,0.00391230608677,0.0486351599243094,0,114,1878.0,0.0
Rudolf Bultmann,0.0250696378830083,0.0201176106468585,0.3768742808887,0.0008102520225793,0.0452101149534605,0,81,1884.0,0.0
Ernst Cassirer,0.0297121634168987,0.0198081089445991,0.3785873458018304,0.0025268780764354,0.0480816865523643,0,96,1874.0,0.0
Charles Hartshorne,0.0263076446920458,0.0216651191581553,0.3761448467966574,0.0026617954391344,0.0470472123727463,0,85,1897.0,0.0
William James,0.0668523676880222,0.0328071804394924,0.4098302492160965,0.0134052055802983,0.0729487069110285,0,216,1842.0,0.0
Ferdinand Lassalle,0.004333023831631,0.0139275766016713,0.311178753487841,5.428676751286729e-05,0.0029668717325059,0,14,1825.0,0.0
Vladimir Lenin,0.0216651191581553,0.0232126276694521,0.3541638394695777,0.0022837200163355,0.0118471125972528,0,70,1870.0,0.0
Gabriel Marcel,0.0424017332095326,0.0207366140513772,0.3884758212518783,0.0015596749121412,0.0736001020492565,0,137,1887.0,0.0
Reinhold Niebuhr,0.0275456515010832,0.0241411327762302,0.3768742808887,0.0032892348957384,0.0457434359675877,0,89,1892.0,0.0
Rudolf Otto,0.0232126276694521,0.0232126276694521,0.3750318490510864,0.001479870428508,0.0450374109384849,0,75,1869.0,0.0
George Santayana,0.0253791395852677,0.0247601361807489,0.3772156525199397,0.0017654887751793,0.0471032235355153,0,82,1863.0,0.0
Lev Shestov,0.0216651191581553,0.0207366140513772,0.3722066601984288,0.0015668176173451,0.0439485622702341,0,70,1866.0,0.0
Vladimir Solovyov,0.042711234911792,0.0021665119158155,0.3869802950582894,0.0006674944460575,0.0735255803814957,0,138,1853.0,0.0
Oswald Spengler,0.0071185391519653,0.0102135561745589,0.3058890412039973,0.0011136135533289,0.0026436053250264,0,23,1880.0,0.0
Afrikan Spir,0.0201176106468585,0.0027855153203342,0.3701272933816779,0.0003798949313696,0.0437924690149586,0,65,1837.0,0.0
Paul Tillich,0.0318786753327143,0.0284741566078613,0.3813109957716278,0.0039002228979411,0.0482954582251448,0,103,1886.0,0.0
Ernst Troeltsch,0.0235221293717115,0.0185701021355617,0.3739254185061691,0.0003939748296706,0.0441959671005621,0,76,1865.0,0.0
Robert Merrihew Adams,0.0207366140513772,0.0201176106468585,0.3719691926341833,0.0004325734512462,0.0439742720413909,0,67,1937.0,0.0
William Alston,0.02909316001238,0.0448777468276075,0.4049343745900951,0.0024868051847765,0.0641605888208546,0,94,1921.0,0.0
Jc Beall,0.0006190034045187,0.0003095017022593,0.2236037863522355,0.0,1.809854687601217e-05,0,2,1966.0,0.0
William Lane Craig,0.0430207366140513,0.0210461157536366,0.3938290411610503,0.0045620912165944,0.0775641787313922,0,139,1949.0,0.0
Gilles Deleuze,0.0294026617146394,0.0269266480965645,0.397806026565788,0.0117486606162694,0.0369950620417652,0,95,1925.0,0.0
Mircea Eliade,0.0263076446920458,0.0294026617146394,0.3734942424950794,0.0059009717272229,0.0442328091084995,0,85,1907.0,0.0
Antony Flew,0.0386877127824203,0.0241411327762302,0.392714881136211,0.0033381943143895,0.0782707949783466,0,125,1923.0,0.0
Michel Foucault,0.025688641287527,0.0191891055400804,0.3476592203546922,0.0048251690577636,0.0085748096173461,0,83,1926.0,0.0
Peter Geach,0.0417827298050139,0.046115753636645,0.4000991713799197,0.0044056614040505,0.0818197379677013,0,135,1916.0,0.0
Philip Hallie,0.0003095017022593,0.0003095017022593,0.2234837904533957,2.070761834244337e-05,1.7846222098269804e-05,0,1,1922.0,0.0
Walter Kaufmann,0.0216651191581553,0.0201176106468585,0.3785381849985839,0.0014380062525357,0.0452556231788831,0,70,1921.0,0.0
Anthony Kenny,0.0272361497988238,0.0191891055400804,0.3780472782614569,0.0018472141389375,0.0495476337250559,0,88,1931.0,0.0
A. A. Long,0.0021665119158155,0.0018570102135561,0.2992017410114025,1.2175054750171312e-05,0.0014510956263857,0,7,1937.0,0.0
E. J. Lowe,0.0049520272361497,0.0030950170225936,0.2842635360969376,0.0002959420089676,0.0015231406117392,0,16,1950.0,0.0
Jean-Luc Marion,0.0420922315072732,0.0374497059733828,0.3900351301410348,0.0026838591542803,0.0739577507065812,0,136,1946.0,0.0
Rollo May,0.0040235221293717,0.0040235221293717,0.2879133395233674,5.583087034412444e-05,0.0010565211088738,0,13,1909.0,0.0
M. M. McCabe,0.0003095017022593,0.0021665119158155,0.2234666586948328,6.3113848091367125e-06,1.7846222098269804e-05,0,1,1948.0,0.0
Martha Nussbaum,0.0300216651191581,0.0328071804394924,0.3451074420118497,0.0065371972771127,0.0110161294650667,0,97,1947.0,0.0
Graham Priest,0.0210461157536366,0.000928505106778,0.3467494424496365,0.0012496992587839,0.0448418506457598,0,68,1948.0,0.0
Alexander Pruss,0.0362116991643454,0.0173320953265242,0.3913441485668002,0.0003090496255798,0.0776523913961813,0,117,1973.0,0.0
Greg Restall,0.0006190034045187,0.0006190034045187,0.2236037863522355,0.0002297786631634,1.809854687601217e-05,0,2,1969.0,0.0
Frithjof Schuon,0.0297121634168987,0.0105230578768183,0.3754665845793527,0.0012304253861466,0.0529390567220457,0,96,1907.0,0.0
Richard Swinburne,0.0420922315072732,0.0442587434230888,0.392820719939913,0.0063946538532973,0.0773935630806094,0,136,1934.0,0.0
Philolaus of Croton,0.0006190034045187,0.0250696378830083,0.2738489960238698,3.1935381770139255e-07,0.0007886736065715,0,2,,
Theodorus of Cyrene,0.0006190034045187,0.0114515629835964,0.2579754480242561,0.000172154622042,0.0002643575483468,0,2,,
William Thompson,0.0049520272361497,0.0021665119158155,0.3183490840530845,2.9760978454352923e-05,0.003333502926688,0,16,1775.0,0.0
Paracelsus,0.0083565459610027,0.0080470442587434,0.3200617657744943,0.0002526898680823,0.0074152132499228,0,27,1493.0,0.0
Hsu Hsing,0.0,0.0139275766016713,0.0,0.0,4.997075122549391e-32,0,0,,
Huai Nun Tzu,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,,
Paul Deussen,0.0064995357474466,0.0018570102135561,0.3089690050528982,0.0001559883728796,0.0027103838120911,0,21,1845.0,0.0
John Haldane,0.0015475085112968,0.0015475085112968,0.2896584422370921,0.0001601715543417,0.0025230294990278,0,5,1954.0,0.0
Lao Zi,0.0003095017022593,0.0266171463943051,0.2201089219778084,5.87706850627127e-05,1.4757161194211527e-05,0,1,,
Friedrich Hayek,0.0083565459610027,0.0164035902197462,0.3168611481167494,0.0020118035108593,0.0035095236950574,0,27,1899.0,0.0
Peter Kropotkin,0.011142061281337,0.0225936242649334,0.3371643028769482,0.0012317212238267,0.0072035038808505,0,36,1842.0,0.0
Milton Friedman,0.0105230578768183,0.0071185391519653,0.3184882074373533,0.0005901798208035,0.0038246429529563,0,34,1912.0,0.0
Melissus of Samos,0.0012380068090374,0.0229031259671928,0.2885402912673557,8.417833169746344e-07,0.001171787020766,0,4,,
Erwin Rohde,0.0006190034045187,0.0006190034045187,0.2966442009437361,5.369003259564886e-05,0.0011413010325399,0,2,1845.0,0.0
Yang Chu,0.0012380068090374,0.017951098731043,0.2380858022438822,0.0001973810793481,0.0001004436125139,0,4,,
Wing-tsit Chan,0.0015475085112968,0.000928505106778,0.3074375197926697,0.0001053063117189,0.0013821624726659,0,5,1901.0,0.0
Lu Ban,0.0003095017022593,0.0006190034045187,0.3065001117310582,0.0,0.0012385435991063,0,1,,
Roger T. Ames,0.0012380068090374,0.0024760136180748,0.302492742832219,0.00013658912387,0.001118592386913,0,4,1947.0,0.0
David Shepherd Nivison,0.0006190034045187,0.0006190034045187,0.3065968198016507,4.710261680468672e-05,0.0013353568653484,0,2,1923.0,0.0
PÄá¹ini,0.0,0.0102135561745589,0.0,0.0,4.997075122549391e-32,0,0,,
Ferdinand de Saussure,0.0068090374497059,0.0071185391519653,0.3167234422722832,0.0003258469639126,0.003180309140355,0,22,1857.0,0.0
Noam Chomsky,0.0467347570411637,0.060662333642835,0.3787841167715819,0.0140600731452711,0.054525548953911,0,151,1928.0,0.0
Ludwig Boltzmann,0.0046425255338904,0.0027855153203342,0.318941199417297,9.969573451944684e-05,0.0050707877100789,0,15,1844.0,0.0
Albert Einstein,0.0328071804394924,0.0089755493655215,0.4002090283737087,0.0041538237467841,0.0251293220622501,0,106,1879.0,0.0
Hermann Weyl,0.0049520272361497,0.0049520272361497,0.3120448043967131,0.0001812465825336,0.0024197595881892,0,16,1885.0,0.0
PaÃ±caÅikha,0.0,0.0139275766016713,0.0,0.0,4.997075122549391e-32,0,0,,
Isvarakrsna,0.0003095017022593,0.0068090374497059,0.0003095017022593,0.0,8.495027708333967e-31,0,1,,
Anna-Teresa Tymieniecka,0.0021665119158155,0.0024760136180748,0.3091984050354364,0.0003298445211277,0.0026178563269128,0,7,1923.0,0.0
PataÃ±jali,0.0,0.0061900340451872,0.0,0.0,4.997075122549391e-32,0,0,,
Payasi,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,,
Pippalada,0.0,0.0068090374497059,0.0,0.0,4.997075122549391e-32,0,0,,
Pherecydes of Syros,0.0003095017022593,0.0235221293717115,0.2737975544917906,1.0810175893010036e-07,0.0005246584409361,0,1,,
Philo Judaeus of Alexandria,0.0,0.0318786753327143,0.0,0.0,4.997075122549391e-32,0,0,,
Saadia Gaon,0.0207366140513772,0.0071185391519653,0.337086327783776,0.000492988661693,0.0235729106080569,0,67,,
Abraham ibn Ezra,0.0108325595790776,0.0089755493655215,0.3022731815298729,0.0003020092948035,0.0040186672806041,0,35,1092.0,0.0
Bahya ibn Paquda,0.0095945527700402,0.0086660476632621,0.3018975313457016,0.0001066289433406,0.0039531252188774,0,31,1040.0,0.0
Gersonides,0.0219746208604147,0.0241411327762302,0.3370083887484502,0.0012071968341745,0.0235887670085674,0,71,1288.0,0.0
Hasdai Crescas,0.0219746208604147,0.0086660476632621,0.3370083887484502,0.000631687170569,0.0235806680962055,0,71,1340.0,0.0
Ibn Bajjah,0.0198081089445991,0.0229031259671928,0.3367358857195442,0.0007126472595737,0.0234874638873337,0,64,1138.0,0.0
Ibn Daud,0.0219746208604147,0.0102135561745589,0.3370083887484502,0.0006682678757119,0.0238683772468037,0,71,1110.0,0.0
Ibn Kammuna,0.0080470442587434,0.0064995357474466,0.3017412858579955,5.713471315844019e-07,0.0038601548211781,0,26,1215.0,0.0
Ibn Tzaddik,0.007737542556484,0.0074280408542246,0.301710056165814,8.4372047475625e-06,0.0038601548211781,0,25,1149.0,0.0
Joseph Solomon Delmedigo,0.0083565459610027,0.0018570102135561,0.3017725220159518,7.857654225808175e-05,0.0039309579914202,0,27,1484.0,0.0
Francisco Sanches,0.0080470442587434,0.0015475085112968,0.3018037646416911,6.01702777905237e-05,0.0039139533606342,0,26,1551.0,0.0
Isaac Cardoso,0.0080470442587434,0.0,0.3018754624468865,0.0,0.0039139533606342,0,26,1603.0,0.0
Isaac Orobio de Castro,0.0080470442587434,0.0,0.3018754624468865,0.0,0.0039139533606342,0,26,1617.0,0.0
Salomon Maimon,0.0086660476632621,0.0012380068090374,0.3019287998626716,2.6539572352681208e-05,0.0039255591082593,0,28,1753.0,0.0
Moses Mendelssohn,0.0136180748994119,0.0046425255338904,0.3254211389455341,0.0005564652746838,0.0067926537198553,0,44,1729.0,0.0
Moses Hess,0.0095945527700402,0.0012380068090374,0.3159681945235307,8.31078299753192e-05,0.0050550602759142,0,31,1812.0,0.0
Frederick Copleston,0.0263076446920458,0.004333023831631,0.3513042374878398,0.0003883161611282,0.0408980595634011,0,85,1907.0,0.0
Joseph Soloveitchik,0.0083565459610027,0.0083565459610027,0.3031848739130623,0.0010709518717938,0.0044792486194446,0,27,1903.0,0.0
Nicholas D. Smith,0.0015475085112968,0.000928505106778,0.2996014966777076,0.0003831358249854,0.0016715679440098,0,5,1949.0,0.0
John Dewey,0.0442587434230888,0.0281646549056019,0.408967811822965,0.0114525972255561,0.0433422556824488,0,143,1859.0,0.0
Robert Audi,0.0278551532033426,0.0312596719281956,0.3966153146495367,0.0021464256410384,0.0598749819909717,0,90,1941.0,0.0
Laurence BonJour,0.0117610646858557,0.0142370783039306,0.3822109037202169,0.0027877122306571,0.0309539322876984,0,38,1943.0,0.0
John M. Cooper,0.000928505106778,0.0015475085112968,0.3431574529339722,1.2551823111598565e-06,0.0028201561803877,0,3,1939.0,0.0
Keith DeRose,0.0117610646858557,0.0012380068090374,0.3821607974140134,0.0006288048686752,0.0304944472651213,0,38,1962.0,0.0
Fred Dretske,0.0219746208604147,0.0365212008666047,0.4006490602905572,0.0021726973156685,0.0474562772997496,0,71,1932.0,0.0
Edmund Gettier,0.0247601361807489,0.0117610646858557,0.3957000899516892,0.0003118566856297,0.059172001230023,0,80,1927.0,0.0
Alvin Goldman,0.0123800680903744,0.0362116991643454,0.3824114604058894,0.0015418506859045,0.0306751698164626,0,40,1938.0,0.0
Nelson Goodman,0.0275456515010832,0.0136180748994119,0.3965613607229077,0.0037233229726772,0.0593579816981091,0,89,1906.0,0.0
Anil Gupta,0.0120705663881151,0.011142061281337,0.3824616324683934,0.0020553699258603,0.0300200294656158,0,39,1949.0,0.0
Susan Haack,0.0281646549056019,0.0024760136180748,0.3990585301401909,0.0004520815176585,0.0623555584790159,0,91,1945.0,0.0
R. M. Hare,0.0238316310739709,0.032497678737233,0.3824616324683934,0.0030863224642505,0.0502696202090025,0,77,1919.0,0.0
John McDowell,0.0328071804394924,0.0331166821417517,0.4012004627957741,0.0073264381132651,0.0631401242886086,0,106,1942.0,0.0
Robert Nozick,0.0328071804394924,0.0188796038378211,0.4015320334261838,0.0030517421361961,0.0607079394010644,0,106,1938.0,0.0
James Pryor,0.0117610646858557,0.0003095017022593,0.3822109037202169,0.0004173157550916,0.0304331264298359,0,38,1968.0,0.0
James Pryor,0.0117610646858557,0.0003095017022593,0.3822109037202169,0.0004173157550916,0.0304331264298359,0,38,1968.0,0.0
Hilary Putnam,0.0430207366140513,0.0467347570411637,0.4134339189723577,0.0090796890203221,0.0706172649501857,0,139,1926.0,0.0
Gilbert Ryle,0.0389972144846796,0.0383782110801609,0.4104072311240454,0.0048470184813341,0.0680312419176806,0,126,1900.0,0.0
Wilfrid Sellars,0.035902197462086,0.0300216651191581,0.4090251947066219,0.0042779387124087,0.0668358411309097,0,116,1912.0,0.0
Ernest Sosa,0.0281646549056019,0.0006190034045187,0.397534782854779,0.000244794075648,0.0632550285219903,0,91,1940.0,0.0
P. F. Strawson,0.0284741566078613,0.0346641906530485,0.3966692832595039,0.0030082137458458,0.0614303091853805,0,92,1919.0,0.0
Timothy Williamson,0.0272361497988238,0.032497678737233,0.3964534968957017,0.0031966895627397,0.0593447468032935,0,88,1955.0,0.0
William of Conches,0.0037140204271123,0.0030950170225936,0.3039435473541961,0.0001039832843158,0.0032107270562407,0,12,1080.0,0.0
Heinrich Cornelius Agrippa,0.0030950170225936,0.0055710306406685,0.2891412976268691,1.9574074337500632e-05,0.0043632101992793,0,10,1436.0,0.0
Robert Fludd,0.0037140204271123,0.0055710306406685,0.290004234249313,0.00074524157244,0.0035107261221519,0,12,1574.0,0.0
Johannes Kepler,0.0049520272361497,0.0068090374497059,0.3142311698473746,0.0004385383496794,0.0033297654835779,0,16,1571.0,0.0
John Gay,0.000928505106778,0.0006190034045187,0.3121116234126439,2.136393875358825e-06,0.0016510747768693,0,3,1685.0,0.0
Henry David Thoreau,0.0117610646858557,0.0123800680903744,0.3436833957408741,0.0011337528877539,0.0064545154216827,0,38,1817.0,0.0
Charles H. Kahn,0.000928505106778,0.0015475085112968,0.3021165470695506,4.755836432097552e-08,0.001608347097083,0,3,1928.0,0.0
Sanjaya Belatthiputta,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,,
ÅÄriputra,0.0,0.0040235221293717,0.0,0.0,4.997075122549391e-32,0,0,,
Paul Carus,0.0034045187248529,0.0027855153203342,0.2909303954764565,0.0003517905386113,0.0013903900626569,0,11,1852.0,0.0
John Calvin,0.0089755493655215,0.0102135561745589,0.3286496688471358,0.0008353907327461,0.0109571258639939,0,29,1509.0,0.0
Gerolamo Cardano,0.0012380068090374,0.0018570102135561,0.2435153757141504,4.273741405704169e-06,7.223631676797522e-05,0,4,1501.0,0.0
Justus Lipsius,0.0018570102135561,0.0,0.2482995057562363,0.0,0.0001118736233674,0,6,1547.0,0.0
Shvetaketu,0.0003095017022593,0.0012380068090374,0.2363293524664851,9.49670767416788e-07,3.845509486687209e-05,0,1,,
Hannah Arendt,0.0204271123491179,0.0139275766016713,0.3563719514271509,0.0024825955043032,0.0100778141123916,0,66,1906.0,0.0
Terence Irwin,0.0015475085112968,0.0015475085112968,0.3000640826221404,6.501371992706108e-05,0.0015118298633582,0,5,1947.0,0.0
Robert M. Young,0.000928505106778,0.0,0.2948870393878149,0.0,0.0010176477241329,0,3,1935.0,0.0
Pierre Bayle,0.007737542556484,0.0027855153203342,0.3115778711708096,0.0002392672939194,0.0040684761518359,0,25,1647.0,0.0
Robert Maynard Hutchins,0.000928505106778,0.000928505106778,0.2837102250777707,1.8365435946934865e-06,0.0010088601443393,0,3,1899.0,0.0
Joachim Jungius,0.000928505106778,0.0006190034045187,0.2715784015906554,4.118258242416153e-05,0.0005304765017302,0,3,1587.0,0.0
Samuel Butler,0.0018570102135561,0.0018570102135561,0.2867803799974515,8.763520210456438e-05,0.0011337346204664,0,6,1835.0,0.0
